ia_fund_name,ia_management_company,ia_sector,isin,resolved_name,status,confidence,triage_reason
Goldman Sachs India Equity Portfolio,Goldman Sachs Asset Management Fund Services Limited,India/Indian Subcontinent,LU1268608111,Goldman Sachs India Equity Portfolio I Inc GBP,matched,1.0,
HSBC GIF Indian Equity,HSBC Asset Management (Fund Services UK) Limited,India/Indian Subcontinent,LU0954275532,HSBC Global Investment Funds - Indian Equity BC,matched,0.7731,all distinctive IA tokens present and brand agrees
Invesco India Equity Fund – A share,Invesco,India/Indian Subcontinent,LU1642785908,Invesco Funds - Invesco India Equity Fund A (EUR Hedged) Accumulation EUR,review,0.8415,no decisive brand/region/style signal
JPM India Fund,J.P. Morgan Asset Management,India/Indian Subcontinent,,,unresolved,,
Jupiter India Fund,Jupiter Unit Trust Managers Limited,India/Indian Subcontinent,GB00BJJQ5G28,Jupiter India Fund J GBP Acc,matched,1.0,
Jupiter India Select,Jupiter Unit Trust Managers Limited,India/Indian Subcontinent,LU2842901865,Jupiter India Select Class I EUR Acc,matched,1.0,
Liontrust India Fund,Liontrust Investment Partners LLP,India/Indian Subcontinent,GB00B1L6DV51,Liontrust India Fund C Acc GBP,matched,1.0,
M&G India Fund,M&G Securities Limited,India/Indian Subcontinent,GB00BSD47L41,M&G India Fund Class I GBP Accumulation,matched,1.0,
Matthews Asia India Fund,Matthews International Capital Management LLC,India/Indian Subcontinent,LU0594558263,Matthews Asia Funds - India Fund I GBP Acc,matched,1.0,
Nomura Funds Ireland - India Equity Fund,Nomura Asset Management U.K. Ltd,India/Indian Subcontinent,IE00B3SHG055,Nomura Funds Ireland plc - India Equity Fund Class I GBP,matched,1.0,
NIPPON INDIA Investment Unit Trust - Nippon India Small and Mid-Cap Equities Fund,NS Partners Europe S.A.,India/Indian Subcontinent,IE000IOJ2FP5,NIPPON INDIA Investment Unit Trust - Nippon India Small and Mid-Cap Equities Fund I EUR,matched,0.9913,
NIPPON INDIA Investment Unit Trust - Nippon India Equity Fund,NS Partners Europe S.A.,India/Indian Subcontinent,IE0005I24CK7,NIPPON INDIA Investment Unit Trust- Nippon India Equity Fund I EUR,matched,0.9878,
Pictet-Indian Equities,Pictet Asset Management Ltd,India/Indian Subcontinent,LU0859479155,Pictet-Indian Equities I GBP,matched,1.0,
PineBridge India Equity Fund,PineBridge Investments Ireland Ltd,India/Indian Subcontinent,IE00B0JY6M65,PineBridge Global Funds - India Equity Fund A,matched,0.9618,
Schroder ISF Indian Equity,Schroder Unit Trusts Limited,India/Indian Subcontinent,LU0264411538,Schroder International Selection Fund Indian Equity I Accumulation USD,matched,0.7654,all distinctive IA tokens present and brand agrees
Schroder India Equity Fund,Schroder Unit Trusts Limited,India/Indian Subcontinent,GB00BF785N93,Schroder India Equity Fund X,matched,1.0,
UTI India Dynamic Equity Fund,UTI International (Singapore) Private Limited,India/Indian Subcontinent,IE00BDH6RR74,UTI India Dynamic Equity GBP RDR,matched,1.0,
Wellington India Focus Equity Fund,Wellington Management,India/Indian Subcontinent,IE0001NXJ4P5,Wellington India Focus Equity Fund GBP E AcH,matched,1.0,
Ashoka WhiteOak India Opportunities Fund,White Oak Capital Management (UK) Ltd,India/Indian Subcontinent,IE00BHPGG250,Ashoka WhiteOak ICAV - Ashoka WhiteOak India Opportunities Fund Class A GBP Accumulation,matched,0.9116,
Ashoka WhiteOak India ESG Fund,White Oak Capital Management (UK) Ltd,India/Indian Subcontinent,IE00BHPGG250,Ashoka WhiteOak ICAV - Ashoka WhiteOak India Opportunities Fund Class A GBP Accumulation,unresolved,0.707,
abrdn Global Infrastructure Equity Fund,abrdn Fund Managers Limited,Infrastructure,GB00BSS9GQ21,abrdn Global Infrastructure Equity Fund Z Income,matched,1.0,
abrdn Global Infrastructure Equity Tracker Fund,abrdn Fund Managers Limited,Infrastructure,GB00BQKMPY64,abrdn Global Infrastructure Equity Tracker Fund Z Acc,matched,1.0,
ATLAS Global Infrastructure UCITS ICAV,ATLAS Infrastructure Partners (UK) Ltd,Infrastructure,,,unresolved,,
BNY Mellon Global Infrastructure Income Fund,BNY Mellon Fund Managers Limited,Infrastructure,GB00BDR8GF45,BNY Mellon Global Infrastructure Income Fund F Acc,matched,1.0,
NYLIM GF - AUSBIL Global Essential Infrastructure,CANDRIAM Investors Group,Infrastructure,LU2082382990,NYLIM GF AUSBIL Global Essential Infrastructure I,matched,0.9875,
EdenTree Green Impact Infrastructure Fund,EdenTree Investment Management Limited,Infrastructure,GB00BQMRSF18,EdenTree Green Impact Infrastructure Fund Class I Accumulation Shares,matched,0.9933,
PATRIZIA Low Carbon Core Infrastructure Fund,Fidante Partners Europe Limited,Infrastructure,IE00BJSB2R88,PATRIZIA Low Carbon Core Infrastructure Fund Class A GBP Acc,matched,0.985,
First Sentier Global Listed Infrastructure Fund,First Sentier Investors,Infrastructure,IE00BYSJTY39,First Sentier Global Listed Infrastructure Fund Class I (Accumulation) EUR,matched,1.0,
FTF ClearBridge Global Infrastructure Income Fund,Franklin Templeton Fund Management Limited,Infrastructure,GB00BMF7D555,FTF ClearBridge Global Infrastructure Income Fund W Accumulation,matched,0.9842,
FTGF ClearBridge Infrastructure Value Fund,Franklin Templeton International Services S.à r.l,Infrastructure,IE00003AEP37,FTGF ClearBridge Infrastructure Value Fund Class E EUR Acc,matched,0.9842,
FP Foresight UK Infrastructure Income Fund,FundRock Partners Limited,Infrastructure,GB00BF0VS922,FP Foresight UK Infrastructure Income Fund Class A GBP Accumulation,matched,0.9806,
FP Foresight Global Real Infrastructure Fund,FundRock Partners Limited,Infrastructure,GB00BK0T9T82,FP Foresight Global Real Infrastructure Fund Class A GBP Accumulation,matched,0.985,
Goldman Sachs Global Infrastructure Equity Portfolio,Goldman Sachs Asset Management Fund Services Limited,Infrastructure,LU1538630242,Goldman Sachs Global Infrastructure Equity Portfolio I Acc GBP,matched,1.0,
Impax Listed Infrastructure Fund,Impax Asset Management Ireland Limited,Infrastructure,IE000SARKLC6,Impax Listed Infrastructure GBP X Accumulation,matched,1.0,
IFSL Marlborough Global Essential Infrastructure,Investment Fund Services Limited,Infrastructure,GB00BN4HRN92,IFSL Marlborough Global Essential Infrastructure I GBP Accumulation,matched,0.9878,
IFSL Blackfinch NextGen Infrastructure,Investment Fund Services Limited,Infrastructure,GB00BQ2MXR31,IFSL Blackfinch OEIC - IFSL Blackfinch NextGen Infrastructure A GBP Accumulation,matched,0.8851,
Brookfield Next Generation Infrastructure UCITS Fund,KBA Consulting Management Limited,Infrastructure,IE00BKY81F10,Brookfield Next Generation Infrastructure UCITS Fund USD Dis Cls F,matched,0.9348,
Brookfield Global Listed Core Infrastructure UCITS Fund,KBA Consulting Management Limited,Infrastructure,IE0006CAPG05,Brookfield Global Listed Core Infrastructure UCITS Fund Euro Institutional Acc Class B,matched,0.8844,
Lazard Global Listed Infrastructure Equity Fund,Lazard Fund Managers (Ireland) Limited,Infrastructure,IE00B5NXD345,Lazard Global Listed Infrastructure Equity Fund A Acc GBP,matched,1.0,
M&G Global Listed Infrastructure Fund,M&G Securities Limited,Infrastructure,GB00BF00R928,M&G Global Listed Infrastructure Fund Sterling I Acc,matched,0.972,
Nomura Sustainable Global Listed Infrastructure Fund,Nomura Fund Solutions,Infrastructure,AU60MAQ04323,Nomura Global Listed Infrastructure Fund (Hedged),matched,0.8922,
Nuveen Global Clean Infrastructure Impact Fund,Nuveen,Infrastructure,,,unresolved,,
Premier Miton Global Infrastructure Income,Premier Portfolio Managers Limited,Infrastructure,GB00BD3H9L21,Premier Miton Global Infrastructure Income Fund B Accumulation,matched,1.0,
Redwheel Ecofin Listed Infrastructure Fund,Redwheel,Infrastructure,LU3092607327,Redwheel Funds - Redwheel Ecofin Listed Infrastructure Fund I GBP,matched,0.9824,
Redwheel Ecofin Global Renewables Infrastructure Fund,Redwheel,Infrastructure,LU3075449978,Redwheel Funds - Redwheel Ecofin Global Renewables Infrastructure Fund I EUR Accumulation,matched,0.9983,
TM Gravis UK Infrastructure Income Fund,THESIS Unit Trust Management Limited,Infrastructure,GB00BYVB3T96,TM Gravis UK Infrastructure Income Fund I GBP Acc,matched,0.9786,
TM Gravis Clean Energy Income Fund,THESIS Unit Trust Management Limited,Infrastructure,GB00BFN4H792,TM Gravis Funds ICVC - TM Gravis Clean Energy Income Fund C GBP Accumulation,matched,0.8714,
ARC TIME UK Infrastructure Income Fund II,TIME Investments,Infrastructure,GB00BP5GQC18,ARC TIME UK Infrastructure Income Fund II Class C Accumulation Shares,matched,0.9794,
Kempen (Lux) Global Listed Infrastructure Fund,Van Lanschot Kempen Investment Management,Infrastructure,LU1890810572,Kempen (Lux) Global Listed Infrastructure Fd Class A EUR Acc,matched,0.96,
WS Macquarie Global Infrastructure Securities Fund,Waystone Management (UK) Limited,Infrastructure,GB00B1W27X27,WS Nomura Global Infrastructure Securities Fund A Accumulation,review,0.8324,no decisive brand/region/style signal
Wellington Enduring Infrastructure Assets Fund,Wellington Management,Infrastructure,IE00B906ZP05,Wellington Enduring Infrastructure Assets Fund GBP G Ac,matched,1.0,
abrdn Japanese Equity Fund,abrdn Fund Managers Limited,Japan,GB0004521737,abrdn Japanese Equity Fund I Acc,matched,1.0,
Japanese Sustainable Equity Fund,abrdn Investments Luxembourg S.A.,Japan,LU2921376138,Nordea 2 - BetaPlus Enhanced Japanese Sustainable Equity Fund BC GBP,review,0.7857,no decisive brand/region/style signal
Japanese Smaller Companies Sustainable Equity Fund,abrdn Investments Luxembourg S.A.,Japan,LU0837978781,abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund X Acc GBP,matched,1.0,
Allianz Japan Equity,Allianz Global Investors GmbH,Japan,LU2879809577,Allianz Japan Equity AT (JPY),matched,1.0,
Amova Japan Value Fund,Amova Asset Management,Japan,LU1314309060,Amova Japan Value Fund X JPY,matched,1.0,
AVI Japanese Special Situations Fund,Asset Value Investors Limited,Japan,IE0000B7RI69,AVI Japanese Special Situations Fund Class A GBP Accumalation,matched,0.8831,
Aviva Investors Japan Equity MoM 1 Fund,Aviva Investors UK Fund Services Limited,Japan,GB00B0846W71,Aviva Investors Japan Equity MoM 1 Fund 8 GBP Inc,matched,1.0,
AXA Framlington Japan Fund,AXA IM UK Limited,Japan,GB00B7FSWP64,AXA Framlington Japan Fund Z Acc,matched,1.0,
Baillie Gifford Japanese Fund,Baillie Gifford & Co Limited,Japan,GB00BD9MNV95,Baillie Gifford Japanese Fund Class W1 Acc,matched,1.0,
Baillie Gifford Japanese Smaller Companies Fund,Baillie Gifford & Co Limited,Japan,GB0006014475,Baillie Gifford Japanese Smaller Companies A Acc,matched,1.0,
Baillie Gifford Japanese Income Growth Fund,Baillie Gifford & Co Limited,Japan,GB00BYZJQG71,Baillie Gifford Japanese Core Growth Fund Class B GBP Income,matched,0.9991,
GlobalAccess Japan Fund,Barclays Multi Manager Fund PLC,Japan,IE00B5NLLD45,GlobalAccess Japan Fund Z Acc EUR (Hedged),matched,0.9684,
BlackRock Global Funds Japan Small & MidCap Opportunities,BlackRock Investment Management (UK) Limited,Japan,LU0204063480,BlackRock Global Funds - Japan Small & MidCap Opportunities Fund A4,matched,1.0,
BlackRock Global Funds Japan Value,BlackRock Investment Management (UK) Limited,Japan,LU0329592454,BlackRock Global Funds - European Value Fund D2,matched,0.8632,
RBC Funds (Lux) - Japan Ishin Fund,Candriam,Japan,LU1868742187,RBC Funds (Lux) - Japan Ishin Fund - A - USD (acc) accumulating,review,0.8,no decisive brand/region/style signal
Capital Group Japan Equity Fund (LUX),Capital Group LUX,Japan,LU0817826448,Capital Group Japan Equity Fund (LUX) Z,matched,1.0,
Comgest Growth Japan,Comgest Asset Management International Limited,Japan,IE00BZ0X9Z19,Comgest Growth Japan EUR Z Acc,matched,1.0,
Comgest Growth Japan Compounders,Comgest Asset Management International Limited,Japan,IE000L08P3G1,Comgest Growth Japan Compounders EUR I Acc,matched,1.0,
CT Japan Fund,CT Investment Services Ltd,Japan,GB00B7TRT705,CT Japan Fund Z Accumulation GBP,matched,0.9933,
New Capital Japan Equity Fund,EFG Asset Management (UK) Limited,Japan,IE00BF4J0Q30,New Capital Japan Equity Fund Class GBP Acc,matched,1.0,
Fidelity Japan Fund,Fidelity International,Japan,GB00B882N041,Fidelity Japan Fund W-Accumulation,matched,1.0,
Fidelity Institutional Japan Fund,Fidelity International,Japan,US3159108857,Fidelity Japan Fund,review,0.7267,no decisive brand/region/style signal
FTF Templeton Japan Equity Fund,Franklin Templeton Fund Management Limited,Japan,GB00BNBS8650,FTF Templeton Japan Equity Fund W Accumulation GBP,matched,0.9778,
GAM Star Japan Equity,GAM,Japan,IE00BKPHW101,GAM Star Fund plc - GAM Star European Equity Class R GBP Income,rejected,0.7886,region conflict IA={'japan'} cand={'europe'}
GAM Multistock - Japan Equity,GAM (Luxembourg) S.A.,Japan,LU0026741578,GAM Multistock - Swiss Equity CHF A,review,0.8314,no decisive brand/region/style signal
GMO Usonian Japan Value Creation Investment Fund,"GMO (Grantham, Mayo, Van Otterloo & Co. LLC)",Japan,IE00BLR74K85,GMO Usonian Japan Value Creation Investment Fund A GBP Accumulation,matched,1.0,
Goldman Sachs Japan Equity Portfolio,Goldman Sachs Asset Management Fund Services Limited,Japan,LU0328437438,Goldman Sachs Japan Equity Portfolio I Acc JPY Snap,matched,0.9888,
Goldman Sachs Japan Equity Partners Portfolio,Goldman Sachs Asset Management Fund Services Limited,Japan,LU1220104142,Goldman Sachs Japan Equity Partners Portfolio I Acc GBP (Snap),matched,1.0,
iMGP - Japan Opportunities,iM Global Partner AM,Japan,LU2001266373,iMGP Japan Opportunities I EUR,matched,1.0,
Invesco Japanese Equity Advantage Fund,Invesco,Japan,GB00B8N44W47,Invesco Japanese Equity Advantage Fund (UK) Z Acc,matched,1.0,
Invesco Japanese Smaller Companies Fund (UK),Invesco,Japan,GB00B8N46G29,Invesco Japanese Smaller Companies Fund (UK) Z (Acc),matched,1.0,
Invesco Japanese Equity Advantage Fund,Invesco,Japan,GB00B8N44W47,Invesco Japanese Equity Advantage Fund (UK) Z Acc,matched,1.0,
JPM Japan Fund,J.P. Morgan Asset Management,Japan,GB00B1YXDH97,JPM Japan Fund B - Net Accumulation,matched,0.91,
JPM Japan Select Equity Fund,J.P. Morgan Asset Management,Japan,JP90C0002B36,JPM Japan Mid-Small Cap Equity Fund,review,0.8128,no decisive brand/region/style signal
Janus Henderson Japan Opportunities Fund,Janus Henderson Investors,Japan,GB0007685026,Janus Henderson Japan Opportunities Fund I Acc,matched,1.0,
Janus Henderson Institutional Japan Index Opportunities Fund,Janus Henderson Investors,Japan,GB00B0LZBB16,Janus Henderson Institutional Japan Index Opportunities Fund I Acc,matched,1.0,
Janus Henderson Horizon Japanese Smaller Companies Fund,Janus Henderson Investors,Japan,LU2614965189,Janus Henderson Horizon Japanese Smaller Companies Fund H2 GBP,matched,1.0,
JK Japan,JK Investment Management LLP,Japan,IE00BJBY7B30,JK Japan Fund GBP Acc,matched,1.0,
Jupiter Japan Income Fund,Jupiter Unit Trust Managers Limited,Japan,GB00B5TGB445,Jupiter Japan Income Fund I Acc,matched,1.0,
Jupiter Japan Select,Jupiter Unit Trust Managers Limited,Japan,LU1865218462,Jupiter Japan Select Class I JPY Acc,matched,1.0,
Lazard Japanese Strategic Equity Fund,Lazard Fund Managers (Ireland) Limited,Japan,IE0003DBY3T6,Lazard Japanese Strategic Equity Fund A Acc GBP,matched,1.0,
Lindsell Train Japanese Equity Fund,Lindsell Train Limited,Japan,GB00B18B9X76,WS Lindsell Train UK Equity Fund Accumulation,rejected,0.8232,region conflict IA={'japan'} cand={'uk'}
Liontrust Japan Equity Fund,Liontrust Investment Partners LLP,Japan,GB00BN7G0H84,Liontrust Japan Equity Fund B Acc GBP,matched,1.0,
PrivilEdge – Alpha Japan,Lombard Odier Funds (Europe) S.A.,Japan,LU2191963698,PrivilEdge - Alpha Japan JPY IA,matched,0.9617,
M&G Japan Fund,M&G Securities Limited,Japan,GB00B74CQP79,M&G Japan Fund Sterling I Acc,matched,0.8324,all distinctive IA tokens present and brand agrees
M&G Japan Smaller Companies Fund,M&G Securities Limited,Japan,LU1797817860,M&G (Lux) Japan Smaller Companies Fund EUR CI Acc,matched,1.0,
Man Japan CoreAlpha Fund,Man Fund Management UK Limited,Japan,IE00B62QF466,Man Funds plc - Man Japan CoreAlpha Equity I GBP,matched,0.9071,
MGTS AFH DA Japan Equity Fund,Margetts Fund Management Ltd,Japan,GB00BTXZZF47,MGTS AFH DA Japan Equity Fund I GBP Acc,matched,0.976,
Matthews Asia Japan Fund,Matthews International Capital Management LLC,Japan,LU1220257486,Matthews Asia Funds - Japan Fund I GBP Acc,matched,1.0,
MFS Meridian Funds Japan Equity Fund,MFS International (UK) Ltd,Japan,LU0219423752,MFS Meridian Funds - Japan Equity Fund A1 EUR,matched,1.0,
Neuberger Berman Japan Equity Engagement Fund,Neuberger Berman Investment Fund Plc,Japan,IE00BLLXGR37,Neuberger Berman Japan Equity Engagement Fund JPY I Accumulating Class,matched,0.9653,
